District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,Lattitude,Longitude
South End,E3,19-0006569,EMS call,10/17/2019 23:01,10/17/2019 23:01,10/17/2019 23:02,10/17/2019 23:04,10/17/2019 23:07,10/17/2019 23:25,BURLINGTON,5401,C,44.46568287,-73.19408375
Hill Section,E3,18-0005577,EMS call,9/10/2018 16:42,9/10/2018 16:42,9/10/2018 16:43,9/10/2018 16:46,9/10/2018 16:46,9/10/2018 17:09,BURLINGTON,5401,C,44.49354188,-73.21683018
Hill Section,E3,18-0005653,EMS call,9/13/2018 18:59,9/13/2018 18:59,9/13/2018 18:59,9/13/2018 19:05,9/13/2018 19:05,9/13/2018 19:13,BURLINGTON,5401,C,44.46380046,-73.21038138
Hill Section,E3,18-0005984,EMS call,9/25/2018 15:50,9/25/2018 15:50,9/25/2018 15:51,9/25/2018 15:53,9/25/2018 15:56,9/25/2018 16:18,BURLINGTON,5401,C,44.48945074,-73.19690274
Hill Section,E3,18-0007928,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,12/24/2018 2:23,12/24/2018 2:23,12/24/2018 2:23,12/24/2018 2:26,12/24/2018 2:29,12/24/2018 3:02,BURLINGTON,5401,C,44.47265837,-73.17631975
Downtown,E3,18-0005388,EMS call,9/3/2018 8:39,9/3/2018 8:39,9/3/2018 8:39,9/3/2018 8:40,9/3/2018 8:40,9/3/2018 8:52,BURLINGTON,5401,B,44.46997682,-73.19285065
New North End,A2,19-0001168,EMS call,2/23/2019 4:02,2/23/2019 4:02,2/23/2019 4:02,2/23/2019 4:04,2/23/2019 4:10,2/23/2019 5:13,BURLINGTON,5408,A,44.50784575,-73.27746396
Hill Section,A2,19-0003880,EMS call,6/27/2019 19:47,6/27/2019 19:47,6/27/2019 19:47,6/27/2019 19:50,6/27/2019 19:57,6/27/2019 20:29,BURLINGTON,5401,B,44.47607639,-73.18342876
New North End,A2,19-0003312,EMS call,6/4/2019 10:48,6/4/2019 10:48,6/4/2019 10:48,6/4/2019 10:49,6/4/2019 10:54,6/4/2019 11:53,BURLINGTON,5408,C,44.50390565,-73.2726899
New North End,A2,19-0000077,EMS call,1/4/2019 9:50,1/4/2019 9:50,1/4/2019 9:51,1/4/2019 9:53,1/4/2019 9:57,1/4/2019 11:00,BURLINGTON,5408,B,44.51517727,-73.23428265
New North End,A2,19-0001074,EMS call,2/18/2019 8:31,2/18/2019 8:31,2/18/2019 8:31,2/18/2019 8:33,2/18/2019 8:40,2/18/2019 9:21,BURLINGTON,5408,B,44.51855592,-73.30669979
Old North End,A2,19-0002980,EMS call,5/20/2019 11:41,5/20/2019 11:41,5/20/2019 11:41,5/20/2019 11:42,5/20/2019 11:44,5/20/2019 12:44,BURLINGTON,5401,C,44.49913643,-73.24338215
Hill Section,A2,18-0006483,"Emergency medical service incident, other",10/14/2018 14:33,10/14/2018 14:33,10/14/2018 14:34,10/14/2018 14:37,10/14/2018 14:40,10/14/2018 14:44,BURLINGTON,5401,A,44.46332595,-73.20586917
New North End,A2,18-0006553,EMS call,10/18/2018 0:43,10/18/2018 0:43,10/18/2018 0:43,10/18/2018 0:44,10/18/2018 0:51,10/18/2018 1:35,BURLINGTON,5408,A,44.50318338,-73.24754327
Old North End,A2,18-0006573,EMS call,10/19/2018 9:10,10/19/2018 9:10,10/19/2018 9:10,10/19/2018 9:11,10/19/2018 9:14,10/19/2018 9:21,BURLINGTON,5401,C,44.47745111,-73.21191593
Downtown,A1,18-0005824,EMS call,9/20/2018 6:30,9/20/2018 6:30,9/20/2018 6:31,9/20/2018 6:31,9/20/2018 6:31,9/20/2018 6:32,BURLINGTON,5401,A,44.49179895,-73.23693422
SB,A1,19-0005356,EMS call,8/30/2019 8:49,8/30/2019 8:49,8/30/2019 8:50,8/30/2019 8:50,8/30/2019 8:54,8/30/2019 9:08,SOUTH BURLINGTON,5403,C,44.46908657,-73.17239218
Old North End,A2,19-0003608,EMS call,6/16/2019 12:03,6/16/2019 12:03,6/16/2019 12:03,6/16/2019 12:04,6/16/2019 12:10,6/16/2019 13:07,BURLINGTON,5401,C,44.47141519,-73.23777982
Old North End,A2,19-0003108,EMS call,5/26/2019 13:14,5/26/2019 13:14,5/26/2019 13:14,5/26/2019 13:16,5/26/2019 13:21,5/26/2019 13:57,BURLINGTON,5401,C,44.49489708,-73.23878692
New North End,A2,19-0003208,EMS call,5/30/2019 10:38,5/30/2019 10:38,5/30/2019 10:39,5/30/2019 10:39,5/30/2019 10:43,5/30/2019 11:20,BURLINGTON,5408,A,44.52411898,-73.25221569
Hill Section,A2,18-0005340,EMS call,9/1/2018 4:19,9/1/2018 4:19,9/1/2018 4:20,9/1/2018 4:22,9/1/2018 4:24,9/1/2018 5:15,BURLINGTON,5401,C,44.47329961,-73.23380607
Downtown,A1,19-0002864,EMS call,5/14/2019 22:36,5/14/2019 22:36,5/14/2019 22:36,5/14/2019 22:38,5/14/2019 22:39,5/14/2019 23:13,BURLINGTON,5401,C,44.46812103,-73.23536533
Hill Section,A1,19-0005502,EMS call,9/4/2019 15:51,9/4/2019 15:51,9/4/2019 15:53,9/4/2019 15:54,9/4/2019 15:56,9/4/2019 16:43,BURLINGTON,5401,B,44.48380507,-73.19772375
Hill Section,A1,19-0006242,EMS call,10/4/2019 21:02,10/4/2019 21:02,10/4/2019 21:03,10/4/2019 21:06,10/4/2019 21:09,10/4/2019 21:57,BURLINGTON,5401,B,44.4677278,-73.21574147
Old North End,A2,18-0005379,EMS call,9/3/2018 0:21,9/3/2018 0:21,9/3/2018 0:21,9/3/2018 0:24,9/3/2018 0:25,9/3/2018 0:45,BURLINGTON,5401,A,44.49508014,-73.21186363
COL,A2,19-0002440,EMS call,4/24/2019 1:37,4/24/2019 1:37,4/24/2019 1:38,4/24/2019 1:48,4/24/2019 1:48,4/24/2019 2:36,COLCHESTER,5446,C,44.55149157,-73.25536986
Old North End,A2,19-0003466,EMS call,6/10/2019 21:42,6/10/2019 21:42,6/10/2019 21:42,6/10/2019 21:45,6/10/2019 21:50,6/10/2019 22:14,BURLINGTON,5401,C,44.49250284,-73.24044891
Downtown,A2,19-0003624,Motor vehicle accident with no injuries,6/17/2019 7:56,6/17/2019 7:56,6/17/2019 7:59,6/17/2019 7:59,6/17/2019 7:59,6/17/2019 8:03,BURLINGTON,5401,A,44.46223336,-73.23937163
Hill Section,A2,19-0003690,EMS call,6/19/2019 20:43,6/19/2019 20:43,6/19/2019 20:44,6/19/2019 20:47,6/19/2019 20:54,6/19/2019 21:18,BURLINGTON,5401,C,44.46351832,-73.224845
Old North End,A2,18-0007724,EMS call,12/13/2018 21:53,12/13/2018 21:53,12/13/2018 21:53,12/13/2018 21:57,12/13/2018 21:57,12/13/2018 22:42,BURLINGTON,5401,A,44.50632994,-73.21541866
Hill Section,A2,18-0007808,EMS call,12/17/2018 14:34,12/17/2018 14:34,12/17/2018 14:35,12/17/2018 14:37,12/17/2018 14:39,12/17/2018 15:14,BURLINGTON,5401,B,44.4729613,-73.2065304
Hill Section,A2,18-0007987,EMS call,12/27/2018 10:36,12/27/2018 10:36,12/27/2018 10:37,12/27/2018 10:39,12/27/2018 10:43,12/27/2018 11:15,BURLINGTON,5401,C,44.4570143,-73.18340934
Old North End,A2,19-0000060,"Good intent call, other",1/3/2019 15:26,1/3/2019 15:26,1/3/2019 15:28,1/3/2019 15:29,1/3/2019 15:31,1/3/2019 15:35,BURLINGTON,5401,A,44.5032289,-73.20773581
Old North End,A2,19-0000063,EMS call,1/3/2019 16:44,1/3/2019 16:44,1/3/2019 16:45,1/3/2019 16:46,1/3/2019 16:46,1/3/2019 16:54,BURLINGTON,5401,A,44.50065727,-73.22784588
Old North End,A2,18-0006628,Motor vehicle accident with injuries,10/21/2018 5:39,10/21/2018 5:39,10/21/2018 5:40,10/21/2018 5:41,10/21/2018 5:43,10/21/2018 7:09,BURLINGTON,5401,B,44.48394448,-73.19403144
Old North End,A2,19-0005357,EMS call,8/30/2019 9:02,8/30/2019 9:02,8/30/2019 9:03,8/30/2019 9:04,8/30/2019 9:05,8/30/2019 9:47,BURLINGTON,5401,C,44.48845437,-73.18390519
Hill Section,BATT1,18-0007265,Carbon monoxide detector activation (no carbon monoxide detected),11/22/2018 7:03,11/22/2018 7:03,11/22/2018 7:03,11/22/2018 7:06,11/22/2018 7:10,11/22/2018 7:15,BURLINGTON,5401,A,44.47226934,-73.16875165
Hill Section,BATT1,18-0007268,Carbon monoxide detector activation (no carbon monoxide detected),11/22/2018 8:07,11/22/2018 8:07,11/22/2018 8:08,11/22/2018 8:14,11/22/2018 8:14,11/22/2018 8:17,BURLINGTON,5401,A,44.49749251,-73.17852163
Hill Section,BATT1,18-0007619,Alarm system activation due to malfunction,12/9/2018 8:45,12/9/2018 8:45,12/9/2018 8:46,12/9/2018 8:49,12/9/2018 8:49,12/9/2018 9:04,BURLINGTON,5401,C,44.47206815,-73.19372193
Downtown,BATT1,19-0000743,"Excessive heat, overheat scorch burns with no ignition",2/3/2019 15:31,2/3/2019 15:31,2/3/2019 15:32,2/3/2019 15:33,2/3/2019 15:34,2/3/2019 15:40,BURLINGTON,5401,B,44.48675747,-73.20724911
South End,BATT1,19-0003171,Alarm system activation due to malfunction,5/29/2019 1:54,5/29/2019 1:54,5/29/2019 1:54,5/29/2019 1:57,5/29/2019 2:01,5/29/2019 2:06,BURLINGTON,5401,B,44.46230439,-73.18121703
Downtown,BATT1,18-0006202,Smoke detector activation due to malfunction,10/3/2018 19:39,10/3/2018 19:39,10/3/2018 19:45,10/3/2018 19:45,10/3/2018 19:51,10/3/2018 19:57,BURLINGTON,5401,B,44.48052422,-73.24193004
Downtown,BATT1,18-0006555,"Smoke detector activation (no fire), unintentional",10/18/2018 8:03,10/18/2018 8:03,10/18/2018 8:04,10/18/2018 8:05,10/18/2018 8:05,10/18/2018 8:10,BURLINGTON,5401,B,44.48357597,-73.18501279
New North End,BATT1,19-0000557,EMS call,1/26/2019 9:22,1/26/2019 9:22,1/26/2019 9:24,1/26/2019 9:25,1/26/2019 9:30,1/26/2019 9:53,BURLINGTON,5401,C,44.46144599,-73.22947014
Old North End,BATT1,19-0007126,EMS call,11/9/2019 6:19,11/9/2019 6:19,11/9/2019 6:35,11/9/2019 6:36,11/9/2019 6:38,11/9/2019 8:32,BURLINGTON,5401,B,44.47438037,-73.19740512
Downtown,BATT1,19-0003879,"Municipal alarm system, malicious false alarm",6/27/2019 19:21,6/27/2019 19:21,6/27/2019 19:21,6/27/2019 19:24,6/27/2019 19:26,6/27/2019 19:30,BURLINGTON,5401,B,44.48999543,-73.18575348
Downtown,BATT1,19-0003686,"Smoke detector activation (no fire), unintentional",6/19/2019 16:12,6/19/2019 16:12,6/19/2019 16:12,6/19/2019 16:15,6/19/2019 16:15,6/19/2019 16:26,BURLINGTON,5401,C,44.47085129,-73.18789783
New North End,BATT1,19-0003320,No incident found on arrival at dispatch address,6/4/2019 14:49,6/4/2019 14:49,6/4/2019 14:52,6/4/2019 14:52,6/4/2019 15:03,6/4/2019 15:32,BURLINGTON,5408,C,44.51458148,-73.24711253
Downtown,BATT1,19-0000324,Smoke detector activation due to malfunction,1/17/2019 8:03,1/17/2019 8:03,1/17/2019 8:04,1/17/2019 8:05,1/17/2019 8:09,1/17/2019 8:14,BURLINGTON,5401,C,44.43772301,-73.21287924
Downtown,BATT1,19-0000439,"Sprinkler activation (no fire), unintentional",1/22/2019 4:26,1/22/2019 4:26,1/22/2019 4:26,1/22/2019 4:27,1/22/2019 4:29,1/22/2019 4:35,BURLINGTON,5401,B,44.46353801,-73.21852866
Hill Section,BATT1,18-0007189,Smoke detector activation due to malfunction,11/18/2018 3:37,11/18/2018 3:37,11/18/2018 3:37,11/18/2018 3:39,11/18/2018 3:41,11/18/2018 3:46,BURLINGTON,5401,C,44.47336149,-73.17378031
Old North End,BATT1,18-0007551,Building fire  Excludes confined fires (113–118),12/6/2018 3:54,12/6/2018 3:54,12/6/2018 3:55,12/6/2018 3:56,12/6/2018 3:59,12/6/2018 6:00,BURLINGTON,5401,C,44.48577564,-73.19873893
Downtown,BATT1,18-0004802,Building fire  Excludes confined fires (113–118),8/9/2018 14:31,8/9/2018 14:31,8/9/2018 14:31,8/9/2018 14:32,8/9/2018 14:34,8/9/2018 16:51,Burlington,5401,A,44.47906845,-73.20009293
Downtown,BATT1,19-0005261,Sprinkler activated due to the failure or malfunction of the sprinkler system,8/25/2019 19:45,8/25/2019 19:45,8/25/2019 19:45,8/25/2019 19:48,8/25/2019 19:48,8/25/2019 20:21,BURLINGTON,5401,A,44.46418162,-73.22817965
Old North End,T1,18-0004777,Smoke detector activation due to malfunction,8/8/2018 20:01,8/8/2018 20:01,8/8/2018 20:01,8/8/2018 20:04,8/8/2018 20:06,8/8/2018 20:14,BURLINGTON,5401,C,44.50361713,-73.225051
Hill Section,T1,19-0005616,EMS call,9/9/2019 9:30,9/9/2019 9:30,9/9/2019 9:30,9/9/2019 9:33,9/9/2019 9:35,9/9/2019 9:49,BURLINGTON,5401,A,44.48404931,-73.23078013
Downtown,E1,19-0005706,EMS call,9/12/2019 23:15,9/12/2019 23:15,9/12/2019 23:16,9/12/2019 23:19,9/12/2019 23:20,9/12/2019 23:42,BURLINGTON,5401,A,44.5010112,-73.19222861
Downtown,T1,18-0005306,Hazardous material release investigation with no hazardous condition found,8/30/2018 13:23,8/30/2018 13:23,8/30/2018 13:23,8/30/2018 13:25,8/30/2018 13:27,8/30/2018 14:31,BURLINGTON,5401,A,44.49992831,-73.2125209
Downtown,E1,19-0002325,EMS call,4/18/2019 22:41,4/18/2019 22:41,4/18/2019 22:41,4/18/2019 22:44,4/18/2019 22:45,4/18/2019 22:49,BURLINGTON,5401,A,44.46480354,-73.21684941
Downtown,E1,19-0003185,EMS call,5/29/2019 17:16,5/29/2019 17:16,5/29/2019 17:17,5/29/2019 17:19,5/29/2019 17:19,5/29/2019 17:31,BURLINGTON,5401,C,44.49162404,-73.23105727
Downtown,E1,19-0003240,Unauthorized burning,5/31/2019 17:58,5/31/2019 17:58,5/31/2019 17:58,5/31/2019 17:59,5/31/2019 18:01,5/31/2019 18:02,BURLINGTON,5401,B,44.48352558,-73.24066312
Hill Section,T1,19-0003269,"Smoke detector activation (no fire), unintentional",6/2/2019 10:03,6/2/2019 10:03,6/2/2019 10:04,6/2/2019 10:05,6/2/2019 10:10,6/2/2019 10:11,BURLINGTON,5401,A,44.46852703,-73.1889831
Downtown,E1,18-0006542,EMS call,10/17/2018 14:12,10/17/2018 14:12,10/17/2018 14:13,10/17/2018 14:14,10/17/2018 14:17,10/17/2018 14:28,BURLINGTON,5401,A,44.46188371,-73.23292161
Downtown,E1,18-0006565,EMS call,10/19/2018 4:57,10/19/2018 4:57,10/19/2018 4:58,10/19/2018 4:59,10/19/2018 5:01,10/19/2018 5:14,BURLINGTON,5401,C,44.4830506,-73.24030714
Downtown,T1,18-0007698,Smoke detector activation due to malfunction,12/12/2018 22:07,12/12/2018 22:07,12/12/2018 22:07,12/12/2018 22:11,12/12/2018 22:13,12/12/2018 22:17,BURLINGTON,5401,C,44.46952268,-73.17682089
Downtown,E1,18-0008018,Citizen’s complaint  Includes reports of code or ordinance violation,12/28/2018 15:26,12/28/2018 15:26,12/28/2018 15:27,12/28/2018 15:29,12/28/2018 15:31,12/28/2018 15:37,BURLINGTON,5401,A,44.48374211,-73.21386685
Hill Section,T1,19-0000082,"Direct tie to fire department, malicious false alarm",1/4/2019 17:28,1/4/2019 17:28,1/4/2019 17:29,1/4/2019 17:31,1/4/2019 17:35,1/4/2019 17:41,BURLINGTON,5401,B,44.44694821,-73.19813307
Downtown,E1,19-0000097,EMS call,1/6/2019 10:24,1/6/2019 10:24,1/6/2019 10:25,1/6/2019 10:27,1/6/2019 10:28,1/6/2019 10:55,BURLINGTON,5401,A,44.49806874,-73.21499038
Hill Section,E1,19-0001992,EMS call,4/4/2019 9:02,4/4/2019 9:02,4/4/2019 9:03,4/4/2019 9:05,4/4/2019 9:08,4/4/2019 9:28,BURLINGTON,5401,B,44.50592069,-73.17486643
Old North End,E1,19-0002011,Alarm system activation due to malfunction,4/5/2019 5:30,4/5/2019 5:30,4/5/2019 5:32,4/5/2019 5:33,4/5/2019 5:35,4/5/2019 5:41,BURLINGTON,5401,C,44.4998238,-73.18794098
Downtown,22A1,19-0002014,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/5/2019 7:12,4/5/2019 7:12,4/5/2019 7:14,4/5/2019 7:15,4/5/2019 7:21,4/5/2019 7:41,BURLINGTON,5401,C,44.48508045,-73.21241276
Hill Section,E3,19-0002470,EMS call,4/25/2019 16:09,4/25/2019 16:09,4/25/2019 16:09,4/25/2019 16:11,4/25/2019 16:13,4/25/2019 16:27,BURLINGTON,5401,B,44.49203527,-73.17313261
Hill Section,E3,19-0002526,"Smoke detector activation (no fire), unintentional",4/27/2019 18:47,4/27/2019 18:47,4/27/2019 18:48,4/27/2019 18:51,4/27/2019 18:51,4/27/2019 19:04,BURLINGTON,5401,A,44.4687481,-73.2121622
Hill Section,E3,19-0006145,EMS call,9/30/2019 17:49,9/30/2019 17:49,9/30/2019 17:49,9/30/2019 17:51,9/30/2019 17:53,9/30/2019 18:19,BURLINGTON,5401,A,44.50238031,-73.19745555
Downtown,E3,19-0006201,EMS call,10/3/2019 12:59,10/3/2019 12:59,10/3/2019 13:00,10/3/2019 13:01,10/3/2019 13:04,10/3/2019 13:40,BURLINGTON,5401,A,44.50440035,-73.2226339
Hill Section,E3,19-0006206,Breakdown of light ballast,10/3/2019 16:46,10/3/2019 16:46,10/3/2019 16:46,10/3/2019 16:48,10/3/2019 16:50,10/3/2019 17:01,BURLINGTON,5401,A,44.45429536,-73.22090767
Hill Section,E3,19-0006262,EMS call,10/5/2019 21:18,10/5/2019 21:18,10/5/2019 21:19,10/5/2019 21:21,10/5/2019 21:26,10/5/2019 21:31,BURLINGTON,5401,C,44.48083387,-73.17765772
Hill Section,E3,19-0006312,Assist invalid,10/7/2019 19:03,10/7/2019 19:03,10/7/2019 19:03,10/7/2019 19:05,10/7/2019 19:07,10/7/2019 19:13,BURLINGTON,5401,B,44.44018909,-73.17410249
Hill Section,E3,19-0006524,Motor vehicle accident with no injuries,10/16/2019 1:03,10/16/2019 1:03,10/16/2019 1:10,10/16/2019 1:11,10/16/2019 1:13,10/16/2019 1:32,BURLINGTON,5401,A,44.47702114,-73.17483412
Hill Section,E3,19-0001157,EMS call,2/22/2019 13:03,2/22/2019 13:03,2/22/2019 13:03,2/22/2019 13:06,2/22/2019 13:08,2/22/2019 13:18,BURLINGTON,5401,C,44.4793136,-73.18283152
New North End,L4,19-0003972,EMS call,7/2/2019 14:55,7/2/2019 14:55,7/2/2019 14:56,7/2/2019 14:57,7/2/2019 14:59,7/2/2019 15:09,BURLINGTON,5408,A,44.50343608,-73.23554252
New North End,L4,19-0004264,EMS call,7/15/2019 6:20,7/15/2019 6:20,7/15/2019 6:20,7/15/2019 6:22,7/15/2019 6:25,7/15/2019 6:44,BURLINGTON,5408,B,44.51598867,-73.2312934
New North End,L4,19-0000747,EMS call,2/3/2019 16:49,2/3/2019 16:49,2/3/2019 16:50,2/3/2019 16:52,2/3/2019 16:55,2/3/2019 17:14,BURLINGTON,5408,B,44.50338416,-73.29444974
New North End,L4,19-0000936,EMS call,2/11/2019 17:25,2/11/2019 17:25,2/11/2019 17:25,2/11/2019 17:30,2/11/2019 17:30,2/11/2019 17:37,BURLINGTON,5408,A,44.50508981,-73.26632179
New North End,L4,19-0001128,EMS call,2/21/2019 8:46,2/21/2019 8:46,2/21/2019 8:46,2/21/2019 8:48,2/21/2019 8:50,2/21/2019 9:03,BURLINGTON,5408,B,44.51934831,-73.22360449
New North End,L4,18-0007744,EMS call,12/14/2018 13:56,12/14/2018 13:56,12/14/2018 13:57,12/14/2018 13:58,12/14/2018 14:00,12/14/2018 14:44,BURLINGTON,5408,B,44.49501643,-73.24219038
New North End,L4,18-0006721,EMS call,10/25/2018 11:51,10/25/2018 11:51,10/25/2018 11:51,10/25/2018 11:54,10/25/2018 11:56,10/25/2018 12:07,BURLINGTON,5408,C,44.5182271,-73.27345606
New North End,L4,19-0000732,EMS call,2/3/2019 6:55,2/3/2019 6:55,2/3/2019 6:56,2/3/2019 6:57,2/3/2019 7:00,2/3/2019 7:16,BURLINGTON,5408,B,44.4957363,-73.25772378
New North End,L4,19-0000772,Assist invalid,2/4/2019 18:58,2/4/2019 18:58,2/4/2019 18:58,2/4/2019 19:05,2/4/2019 19:05,2/4/2019 19:11,BURLINGTON,5408,C,44.49116635,-73.24864492
New North End,L4,19-0000882,EMS call,2/8/2019 14:15,2/8/2019 14:15,2/8/2019 14:16,2/8/2019 14:19,2/8/2019 14:21,2/8/2019 14:35,BURLINGTON,5408,A,44.49227236,-73.26825337
New North End,L4,19-0001119,EMS call,2/21/2019 0:56,2/21/2019 0:56,2/21/2019 0:57,2/21/2019 1:03,2/21/2019 1:03,2/21/2019 1:20,BURLINGTON,5408,A,44.53121548,-73.28400805
Old North End,T1,18-0005066,EMS call,8/20/2018 8:32,8/20/2018 8:32,8/20/2018 8:33,8/20/2018 8:35,8/20/2018 8:38,8/20/2018 9:10,BURLINGTON,5401,C,44.47361299,-73.23087066
Downtown,T1,18-0005280,Removal of victim(s) from stalled elevator,8/29/2018 13:00,8/29/2018 13:00,8/29/2018 13:00,8/29/2018 13:03,8/29/2018 13:03,8/29/2018 13:20,Burlington,5401,C,44.47087709,-73.18502413
Old North End,A2,19-0006555,EMS call,10/17/2019 9:39,10/17/2019 9:39,10/17/2019 9:40,10/17/2019 9:41,10/17/2019 9:42,10/17/2019 10:27,BURLINGTON,5401,C,44.49234617,-73.20080567
Hill Section,T1,19-0005600,Smoke detector activation due to malfunction,9/8/2019 17:30,9/8/2019 17:30,9/8/2019 17:30,9/8/2019 17:31,9/8/2019 17:35,9/8/2019 17:39,BURLINGTON,5401,C,44.47427304,-73.22575465
New North End,A2,19-0006617,EMS call,10/20/2019 5:23,10/20/2019 5:23,10/20/2019 5:25,10/20/2019 5:25,10/20/2019 5:36,10/20/2019 6:05,BURLINGTON,5408,C,44.52150083,-73.24149696
Hill Section,E3,19-0003093,Assist invalid,5/25/2019 23:53,5/25/2019 23:53,5/25/2019 23:53,5/25/2019 23:55,5/25/2019 23:57,5/26/2019 0:05,BURLINGTON,5401,B,44.4383828,-73.18966983
Old North End,A2,19-0002424,EMS call,4/23/2019 12:01,4/23/2019 12:01,4/23/2019 12:02,4/23/2019 12:03,4/23/2019 12:05,4/23/2019 12:44,BURLINGTON,5401,C,44.4778992,-73.20311653
Hill Section,E3,19-0003192,EMS call,5/29/2019 22:48,5/29/2019 22:48,5/29/2019 22:48,5/29/2019 22:52,5/29/2019 22:52,5/29/2019 23:11,BURLINGTON,5401,C,44.50387458,-73.22541445
Downtown,A2,19-0002452,EMS call,4/24/2019 10:21,4/24/2019 10:21,4/24/2019 10:22,4/24/2019 10:24,4/24/2019 10:29,4/24/2019 11:15,BURLINGTON,5401,A,44.50210555,-73.21018532
Hill Section,E3,19-0002177,Assist invalid,4/12/2019 17:34,4/12/2019 17:34,4/12/2019 17:35,4/12/2019 17:37,4/12/2019 17:39,4/12/2019 17:47,BURLINGTON,5401,A,44.49678454,-73.21648974
New North End,A2,19-0002750,EMS call,5/8/2019 13:37,5/8/2019 13:37,5/8/2019 13:38,5/8/2019 13:39,5/8/2019 13:41,5/8/2019 14:42,BURLINGTON,5408,C,44.52554711,-73.25761075
Downtown,E1,19-0000648,EMS call,1/30/2019 16:22,1/30/2019 16:22,1/30/2019 16:23,1/30/2019 16:26,1/30/2019 16:26,1/30/2019 16:49,BURLINGTON,5401,A,44.49176717,-73.18789694
Old North End,A2,19-0005841,EMS call,9/18/2019 5:59,9/18/2019 5:59,9/18/2019 6:00,9/18/2019 6:01,9/18/2019 6:05,9/18/2019 6:50,BURLINGTON,5408,A,44.49635479,-73.21526607
Downtown,E1,19-0007164,EMS call,11/10/2019 13:01,11/10/2019 13:01,11/10/2019 13:01,11/10/2019 13:03,11/10/2019 13:05,11/10/2019 13:46,BURLINGTON,5401,C,44.45932385,-73.22232215
Hill Section,A2,19-0005860,EMS call,9/19/2019 6:55,9/19/2019 6:55,9/19/2019 6:56,9/19/2019 6:57,9/19/2019 7:02,9/19/2019 7:43,BURLINGTON,5401,B,44.48019028,-73.19567552
Old North End,T1,18-0004605,EMS call,8/2/2018 8:27,8/2/2018 8:27,8/2/2018 8:28,8/2/2018 8:32,8/2/2018 8:33,8/2/2018 8:53,BURLINGTON,5401,C,44.47267924,-73.19499816
New North End,A2,19-0005996,Assist police or other governmental agency,9/24/2019 18:56,9/24/2019 18:56,9/24/2019 18:57,9/24/2019 18:59,9/24/2019 19:03,9/24/2019 19:05,BURLINGTON,5408,A,44.508078,-73.26708755
Downtown,T1,18-0004681,Smoke detector activation due to malfunction,8/5/2018 7:38,8/5/2018 7:38,8/5/2018 7:38,8/5/2018 7:41,8/5/2018 7:42,8/5/2018 7:45,BURLINGTON,5401,C,44.48995719,-73.18794841
Downtown,R1,19-0007482,"System or detector malfunction, other",11/24/2019 4:10,11/24/2019 4:10,11/24/2019 4:10,11/24/2019 4:11,11/24/2019 4:11,11/24/2019 4:17,BURLINGTON,5401,B,44.49966179,-73.22878002
Hill Section,22A1,18-0004860,"Smoke detector activation (no fire), unintentional",8/11/2018 17:21,8/11/2018 17:21,8/11/2018 17:24,8/11/2018 17:25,8/11/2018 17:26,8/11/2018 17:34,BURLINGTON,5401,C,44.46226728,-73.17768941
Downtown,R1,19-0007526,EMS call,11/26/2019 1:00,11/26/2019 1:00,11/26/2019 1:04,11/26/2019 1:04,11/26/2019 1:05,11/26/2019 1:11,BURLINGTON,5401,C,44.487732,-73.23202325
Downtown,T1,18-0004864,"Defective elevator, no occupants",8/11/2018 20:03,8/11/2018 20:03,8/11/2018 20:04,8/11/2018 20:07,8/11/2018 20:08,8/11/2018 20:32,BURLINGTON,5401,C,44.45892893,-73.2085322
Hill Section,R1,19-0007000,"Direct tie to fire department, malicious false alarm",11/4/2019 8:07,11/4/2019 8:07,11/4/2019 8:12,11/4/2019 8:13,11/4/2019 8:19,11/4/2019 8:22,BURLINGTON,5401,C,44.47380383,-73.2324956
Downtown,E1,18-0004969,EMS call,8/15/2018 21:49,8/15/2018 21:49,8/15/2018 21:49,8/15/2018 21:52,8/15/2018 21:53,8/15/2018 22:02,BURLINGTON,5401,A,44.49134189,-73.20243302
Downtown,R1,19-0004648,EMS call,7/30/2019 10:17,7/30/2019 10:17,7/30/2019 10:18,7/30/2019 10:19,7/30/2019 10:23,7/30/2019 10:46,BURLINGTON,5401,B,44.47078778,-73.23460121
Downtown,E1,19-0005613,Motor vehicle/pedestrian accident (MV Ped),9/9/2019 7:29,9/9/2019 7:29,9/9/2019 7:29,9/9/2019 7:30,9/9/2019 7:33,9/9/2019 7:47,BURLINGTON,5401,A,44.47854238,-73.19704356
Downtown,E1,18-0004666,EMS call,8/4/2018 18:58,8/4/2018 18:58,8/4/2018 18:59,8/4/2018 19:02,8/4/2018 19:04,8/4/2018 19:20,BURLINGTON,5401,B,44.47205063,-73.18362872
Downtown,E1,19-0005654,EMS call,9/10/2019 17:11,9/10/2019 17:11,9/10/2019 17:12,9/10/2019 17:14,9/10/2019 17:15,9/10/2019 17:26,BURLINGTON,5401,B,44.46902338,-73.20417698
