District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,geopoint
Hill Section,E3,18-0005984,EMS call,9/25/18 15:50,9/25/18 15:50,9/25/18 15:51,9/25/18 15:53,9/25/18 15:56,9/25/18 16:18,BURLINGTON,5401,C,"44.4894507424,-73.1969027416"
Hill Section,E3,18-0007928,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,12/24/18 2:23,12/24/18 2:23,12/24/18 2:23,12/24/18 2:26,12/24/18 2:29,12/24/18 3:02,BURLINGTON,5401,C,"44.4726583749,-73.1763197508"
Downtown,E3,18-0005388,EMS call,9/3/18 8:39,9/3/18 8:39,9/3/18 8:39,9/3/18 8:40,9/3/18 8:40,9/3/18 8:52,BURLINGTON,5401,B,"44.4699768197,-73.1928506545"
New North End,A2,19-0001168,EMS call,2/23/19 4:02,2/23/19 4:02,2/23/19 4:02,2/23/19 4:04,2/23/19 4:10,2/23/19 5:13,BURLINGTON,5408,A,"44.5078457509,-73.2774639574"
Hill Section,A2,19-0003880,EMS call,6/27/19 19:47,6/27/19 19:47,6/27/19 19:47,6/27/19 19:50,6/27/19 19:57,6/27/19 20:29,BURLINGTON,5401,B,"44.4760763851,-73.1834287612"
New North End,A2,19-0003312,EMS call,6/4/19 10:48,6/4/19 10:48,6/4/19 10:48,6/4/19 10:49,6/4/19 10:54,6/4/19 11:53,BURLINGTON,5408,C,"44.5039056475,-73.2726898986"
New North End,A2,19-0000077,EMS call,1/4/19 9:50,1/4/19 9:50,1/4/19 9:51,1/4/19 9:53,1/4/19 9:57,1/4/19 11:00,BURLINGTON,5408,B,"44.5151772677,-73.2342826517"
New North End,A2,19-0001074,EMS call,2/18/19 8:31,2/18/19 8:31,2/18/19 8:31,2/18/19 8:33,2/18/19 8:40,2/18/19 9:21,BURLINGTON,5408,B,"44.5185559167,-73.3066997851"
Old North End,A2,19-0002980,EMS call,5/20/19 11:41,5/20/19 11:41,5/20/19 11:41,5/20/19 11:42,5/20/19 11:44,5/20/19 12:44,BURLINGTON,5401,C,"44.4991364271,-73.2433821503"
Hill Section,A2,18-0006483,"Emergency medical service incident, other",10/14/18 14:33,10/14/18 14:33,10/14/18 14:34,10/14/18 14:37,10/14/18 14:40,10/14/18 14:44,BURLINGTON,5401,A,"44.4633259505,-73.2058691724"
New North End,A2,18-0006553,EMS call,10/18/18 0:43,10/18/18 0:43,10/18/18 0:43,10/18/18 0:44,10/18/18 0:51,10/18/18 1:35,BURLINGTON,5408,A,"44.503183382,-73.247543269"
Old North End,A2,18-0006573,EMS call,10/19/18 9:10,10/19/18 9:10,10/19/18 9:10,10/19/18 9:11,10/19/18 9:14,10/19/18 9:21,BURLINGTON,5401,C,"44.4774511095,-73.21191593"
Downtown,A1,18-0005824,EMS call,9/20/18 6:30,9/20/18 6:30,9/20/18 6:31,9/20/18 6:31,9/20/18 6:31,9/20/18 6:32,BURLINGTON,5401,A,"44.4917989466,-73.2369342174"
SB,A1,19-0005356,EMS call,8/30/19 8:49,8/30/19 8:49,8/30/19 8:50,8/30/19 8:50,8/30/19 8:54,8/30/19 9:08,SOUTH BURLINGTON,5403,C,"44.46908657,-73.1723921763"
Old North End,A2,19-0003608,EMS call,6/16/19 12:03,6/16/19 12:03,6/16/19 12:03,6/16/19 12:04,6/16/19 12:10,6/16/19 13:07,BURLINGTON,5401,C,"44.471415186,-73.2377798155"
Old North End,A2,19-0003108,EMS call,5/26/19 13:14,5/26/19 13:14,5/26/19 13:14,5/26/19 13:16,5/26/19 13:21,5/26/19 13:57,BURLINGTON,5401,C,"44.494897084,-73.2387869223"
New North End,A2,19-0003208,EMS call,5/30/19 10:38,5/30/19 10:38,5/30/19 10:39,5/30/19 10:39,5/30/19 10:43,5/30/19 11:20,BURLINGTON,5408,A,"44.5241189756,-73.2522156864"
Hill Section,A2,18-0005340,EMS call,9/1/18 4:19,9/1/18 4:19,9/1/18 4:20,9/1/18 4:22,9/1/18 4:24,9/1/18 5:15,BURLINGTON,5401,C,"44.4732996108,-73.2338060742"
Downtown,A1,19-0002864,EMS call,5/14/19 22:36,5/14/19 22:36,5/14/19 22:36,5/14/19 22:38,5/14/19 22:39,5/14/19 23:13,BURLINGTON,5401,C,"44.4681210254,-73.235365328"
Hill Section,A1,19-0005502,EMS call,9/4/19 15:51,9/4/19 15:51,9/4/19 15:53,9/4/19 15:54,9/4/19 15:56,9/4/19 16:43,BURLINGTON,5401,B,"44.4838050671,-73.1977237481"
Hill Section,A1,19-0006242,EMS call,10/4/19 21:02,10/4/19 21:02,10/4/19 21:03,10/4/19 21:06,10/4/19 21:09,10/4/19 21:57,BURLINGTON,5401,B,"44.4677277993,-73.2157414707"
Old North End,A2,18-0005379,EMS call,9/3/18 0:21,9/3/18 0:21,9/3/18 0:21,9/3/18 0:24,9/3/18 0:25,9/3/18 0:45,BURLINGTON,5401,A,"44.4950801357,-73.2118636292"
COL,A2,19-0002440,EMS call,4/24/19 1:37,4/24/19 1:37,4/24/19 1:38,4/24/19 1:48,4/24/19 1:48,4/24/19 2:36,COLCHESTER,5446,C,"44.5514915657,-73.255369862"
Old North End,A2,19-0003466,EMS call,6/10/19 21:42,6/10/19 21:42,6/10/19 21:42,6/10/19 21:45,6/10/19 21:50,6/10/19 22:14,BURLINGTON,5401,C,"44.4925028419,-73.2404489079"
Downtown,A2,19-0003624,Motor vehicle accident with no injuries,6/17/19 7:56,6/17/19 7:56,6/17/19 7:59,6/17/19 7:59,6/17/19 7:59,6/17/19 8:03,BURLINGTON,5401,A,"44.4622333586,-73.2393716314"
Hill Section,A2,19-0003690,EMS call,6/19/19 20:43,6/19/19 20:43,6/19/19 20:44,6/19/19 20:47,6/19/19 20:54,6/19/19 21:18,BURLINGTON,5401,C,"44.4635183228,-73.2248450032"
Old North End,A2,18-0007724,EMS call,12/13/18 21:53,12/13/18 21:53,12/13/18 21:53,12/13/18 21:57,12/13/18 21:57,12/13/18 22:42,BURLINGTON,5401,A,"44.506329942,-73.215418664"
Hill Section,A2,18-0007808,EMS call,12/17/18 14:34,12/17/18 14:34,12/17/18 14:35,12/17/18 14:37,12/17/18 14:39,12/17/18 15:14,BURLINGTON,5401,B,"44.4729613033,-73.2065304029"
Hill Section,A2,18-0007987,EMS call,12/27/18 10:36,12/27/18 10:36,12/27/18 10:37,12/27/18 10:39,12/27/18 10:43,12/27/18 11:15,BURLINGTON,5401,C,"44.4570143031,-73.1834093446"
Old North End,A2,19-0000060,"Good intent call, other",1/3/19 15:26,1/3/19 15:26,1/3/19 15:28,1/3/19 15:29,1/3/19 15:31,1/3/19 15:35,BURLINGTON,5401,A,"44.5032289031,-73.2077358075"
Old North End,A2,19-0000063,EMS call,1/3/19 16:44,1/3/19 16:44,1/3/19 16:45,1/3/19 16:46,1/3/19 16:46,1/3/19 16:54,BURLINGTON,5401,A,"44.5006572683,-73.2278458813"
Old North End,A2,18-0006628,Motor vehicle accident with injuries,10/21/18 5:39,10/21/18 5:39,10/21/18 5:40,10/21/18 5:41,10/21/18 5:43,10/21/18 7:09,BURLINGTON,5401,B,"44.4839444843,-73.194031443"
Old North End,A2,19-0005357,EMS call,8/30/19 9:02,8/30/19 9:02,8/30/19 9:03,8/30/19 9:04,8/30/19 9:05,8/30/19 9:47,BURLINGTON,5401,C,"44.4884543722,-73.1839051857"
Hill Section,BATT1,18-0007265,Carbon monoxide detector activation (no carbon monoxide detected),11/22/18 7:03,11/22/18 7:03,11/22/18 7:03,11/22/18 7:06,11/22/18 7:10,11/22/18 7:15,BURLINGTON,5401,A,"44.4722693448,-73.1687516486"
Hill Section,BATT1,18-0007268,Carbon monoxide detector activation (no carbon monoxide detected),11/22/18 8:07,11/22/18 8:07,11/22/18 8:08,11/22/18 8:14,11/22/18 8:14,11/22/18 8:17,BURLINGTON,5401,A,"44.4974925097,-73.1785216319"
Hill Section,BATT1,18-0007619,Alarm system activation due to malfunction,12/9/18 8:45,12/9/18 8:45,12/9/18 8:46,12/9/18 8:49,12/9/18 8:49,12/9/18 9:04,BURLINGTON,5401,C,"44.4720681507,-73.1937219326"
Downtown,BATT1,19-0000743,"Excessive heat, overheat scorch burns with no ignition",2/3/19 15:31,2/3/19 15:31,2/3/19 15:32,2/3/19 15:33,2/3/19 15:34,2/3/19 15:40,BURLINGTON,5401,B,"44.4867574653,-73.2072491063"
South End,BATT1,19-0003171,Alarm system activation due to malfunction,5/29/19 1:54,5/29/19 1:54,5/29/19 1:54,5/29/19 1:57,5/29/19 2:01,5/29/19 2:06,BURLINGTON,5401,B,"44.4623043938,-73.1812170282"
Downtown,BATT1,18-0006202,Smoke detector activation due to malfunction,10/3/18 19:39,10/3/18 19:39,10/3/18 19:45,10/3/18 19:45,10/3/18 19:51,10/3/18 19:57,BURLINGTON,5401,B,"44.4805242237,-73.2419300396"
Downtown,BATT1,18-0006555,"Smoke detector activation (no fire), unintentional",10/18/18 8:03,10/18/18 8:03,10/18/18 8:04,10/18/18 8:05,10/18/18 8:05,10/18/18 8:10,BURLINGTON,5401,B,"44.4835759659,-73.1850127902"
New North End,BATT1,19-0000557,EMS call,1/26/19 9:22,1/26/19 9:22,1/26/19 9:24,1/26/19 9:25,1/26/19 9:30,1/26/19 9:53,BURLINGTON,5401,C,"44.461445992,-73.2294701361"
Old North End,BATT1,19-0007126,EMS call,11/9/19 6:19,11/9/19 6:19,11/9/19 6:35,11/9/19 6:36,11/9/19 6:38,11/9/19 8:32,BURLINGTON,5401,B,"44.4743803652,-73.1974051186"
Downtown,BATT1,19-0003879,"Municipal alarm system, malicious false alarm",6/27/19 19:21,6/27/19 19:21,6/27/19 19:21,6/27/19 19:24,6/27/19 19:26,6/27/19 19:30,BURLINGTON,5401,B,"44.4899954251,-73.1857534829"
Downtown,BATT1,19-0003686,"Smoke detector activation (no fire), unintentional",6/19/19 16:12,6/19/19 16:12,6/19/19 16:12,6/19/19 16:15,6/19/19 16:15,6/19/19 16:26,BURLINGTON,5401,C,"44.4708512852,-73.187897827"
New North End,BATT1,19-0003320,No incident found on arrival at dispatch address,6/4/19 14:49,6/4/19 14:49,6/4/19 14:52,6/4/19 14:52,6/4/19 15:03,6/4/19 15:32,BURLINGTON,5408,C,"44.5145814818,-73.2471125271"
Downtown,BATT1,19-0000324,Smoke detector activation due to malfunction,1/17/19 8:03,1/17/19 8:03,1/17/19 8:04,1/17/19 8:05,1/17/19 8:09,1/17/19 8:14,BURLINGTON,5401,C,"44.4377230077,-73.2128792419"
Downtown,BATT1,19-0000439,"Sprinkler activation (no fire), unintentional",1/22/19 4:26,1/22/19 4:26,1/22/19 4:26,1/22/19 4:27,1/22/19 4:29,1/22/19 4:35,BURLINGTON,5401,B,"44.4635380062,-73.2185286552"
Hill Section,BATT1,18-0007189,Smoke detector activation due to malfunction,11/18/18 3:37,11/18/18 3:37,11/18/18 3:37,11/18/18 3:39,11/18/18 3:41,11/18/18 3:46,BURLINGTON,5401,C,"44.4733614859,-73.1737803055"
Old North End,BATT1,18-0007551,Building fire  Excludes confined fires (113–118),12/6/18 3:54,12/6/18 3:54,12/6/18 3:55,12/6/18 3:56,12/6/18 3:59,12/6/18 6:00,BURLINGTON,5401,C,"44.4857756404,-73.1987389336"
Downtown,BATT1,18-0004802,Building fire  Excludes confined fires (113–118),8/9/18 14:31,8/9/18 14:31,8/9/18 14:31,8/9/18 14:32,8/9/18 14:34,8/9/18 16:51,Burlington,5401,A,"44.4790684524,-73.2000929259"
Downtown,BATT1,19-0005261,Sprinkler activated due to the failure or malfunction of the sprinkler system,8/25/19 19:45,8/25/19 19:45,8/25/19 19:45,8/25/19 19:48,8/25/19 19:48,8/25/19 20:21,BURLINGTON,5401,A,"44.4641816217,-73.2281796519"
Old North End,T1,18-0004777,Smoke detector activation due to malfunction,8/8/18 20:01,8/8/18 20:01,8/8/18 20:01,8/8/18 20:04,8/8/18 20:06,8/8/18 20:14,BURLINGTON,5401,C,"44.5036171316,-73.2250510002"
Hill Section,T1,19-0005616,EMS call,9/9/19 9:30,9/9/19 9:30,9/9/19 9:30,9/9/19 9:33,9/9/19 9:35,9/9/19 9:49,BURLINGTON,5401,A,"44.4840493148,-73.2307801313"
Downtown,E1,19-0005706,EMS call,9/12/19 23:15,9/12/19 23:15,9/12/19 23:16,9/12/19 23:19,9/12/19 23:20,9/12/19 23:42,BURLINGTON,5401,A,"44.5010111985,-73.1922286089"
Downtown,T1,18-0005306,Hazardous material release investigation with no hazardous condition found,8/30/18 13:23,8/30/18 13:23,8/30/18 13:23,8/30/18 13:25,8/30/18 13:27,8/30/18 14:31,BURLINGTON,5401,A,"44.4999283082,-73.2125209013"
Downtown,E1,19-0002325,EMS call,4/18/19 22:41,4/18/19 22:41,4/18/19 22:41,4/18/19 22:44,4/18/19 22:45,4/18/19 22:49,BURLINGTON,5401,A,"44.464803541,-73.2168494084"
Downtown,E1,19-0003185,EMS call,5/29/19 17:16,5/29/19 17:16,5/29/19 17:17,5/29/19 17:19,5/29/19 17:19,5/29/19 17:31,BURLINGTON,5401,C,"44.4916240425,-73.2310572693"
Downtown,E1,19-0003240,Unauthorized burning,5/31/19 17:58,5/31/19 17:58,5/31/19 17:58,5/31/19 17:59,5/31/19 18:01,5/31/19 18:02,BURLINGTON,5401,B,"44.4835255835,-73.2406631192"
Hill Section,T1,19-0003269,"Smoke detector activation (no fire), unintentional",6/2/19 10:03,6/2/19 10:03,6/2/19 10:04,6/2/19 10:05,6/2/19 10:10,6/2/19 10:11,BURLINGTON,5401,A,"44.4685270259,-73.1889831017"
Downtown,E1,18-0006542,EMS call,10/17/18 14:12,10/17/18 14:12,10/17/18 14:13,10/17/18 14:14,10/17/18 14:17,10/17/18 14:28,BURLINGTON,5401,A,"44.4618837081,-73.2329216134"
Downtown,E1,18-0006565,EMS call,10/19/18 4:57,10/19/18 4:57,10/19/18 4:58,10/19/18 4:59,10/19/18 5:01,10/19/18 5:14,BURLINGTON,5401,C,"44.4830506035,-73.2403071383"
Downtown,T1,18-0007698,Smoke detector activation due to malfunction,12/12/18 22:07,12/12/18 22:07,12/12/18 22:07,12/12/18 22:11,12/12/18 22:13,12/12/18 22:17,BURLINGTON,5401,C,"44.4695226782,-73.1768208948"
Downtown,E1,18-0008018,Citizen’s complaint  Includes reports of code or ordinance violation,12/28/18 15:26,12/28/18 15:26,12/28/18 15:27,12/28/18 15:29,12/28/18 15:31,12/28/18 15:37,BURLINGTON,5401,A,"44.4837421141,-73.2138668529"
Hill Section,T1,19-0000082,"Direct tie to fire department, malicious false alarm",1/4/19 17:28,1/4/19 17:28,1/4/19 17:29,1/4/19 17:31,1/4/19 17:35,1/4/19 17:41,BURLINGTON,5401,B,"44.4469482071,-73.1981330669"
Downtown,E1,19-0000097,EMS call,1/6/19 10:24,1/6/19 10:24,1/6/19 10:25,1/6/19 10:27,1/6/19 10:28,1/6/19 10:55,BURLINGTON,5401,A,"44.4980687369,-73.2149903755"
Hill Section,E1,19-0001992,EMS call,4/4/19 9:02,4/4/19 9:02,4/4/19 9:03,4/4/19 9:05,4/4/19 9:08,4/4/19 9:28,BURLINGTON,5401,B,"44.5059206904,-73.1748664325"
Old North End,E1,19-0002011,Alarm system activation due to malfunction,4/5/19 5:30,4/5/19 5:30,4/5/19 5:32,4/5/19 5:33,4/5/19 5:35,4/5/19 5:41,BURLINGTON,5401,C,"44.4998238004,-73.18794098"
Downtown,22A1,19-0002014,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/5/19 7:12,4/5/19 7:12,4/5/19 7:14,4/5/19 7:15,4/5/19 7:21,4/5/19 7:41,BURLINGTON,5401,C,"44.4850804532,-73.2124127618"
Hill Section,E3,19-0002470,EMS call,4/25/19 16:09,4/25/19 16:09,4/25/19 16:09,4/25/19 16:11,4/25/19 16:13,4/25/19 16:27,BURLINGTON,5401,B,"44.492035266,-73.1731326101"
Hill Section,E3,19-0002526,"Smoke detector activation (no fire), unintentional",4/27/19 18:47,4/27/19 18:47,4/27/19 18:48,4/27/19 18:51,4/27/19 18:51,4/27/19 19:04,BURLINGTON,5401,A,"44.4687481028,-73.2121622007"
Hill Section,E3,19-0006145,EMS call,9/30/19 17:49,9/30/19 17:49,9/30/19 17:49,9/30/19 17:51,9/30/19 17:53,9/30/19 18:19,BURLINGTON,5401,A,"44.5023803093,-73.1974555487"
Downtown,E3,19-0006201,EMS call,10/3/19 12:59,10/3/19 12:59,10/3/19 13:00,10/3/19 13:01,10/3/19 13:04,10/3/19 13:40,BURLINGTON,5401,A,"44.5044003485,-73.2226338969"
Hill Section,E3,19-0006206,Breakdown of light ballast,10/3/19 16:46,10/3/19 16:46,10/3/19 16:46,10/3/19 16:48,10/3/19 16:50,10/3/19 17:01,BURLINGTON,5401,A,"44.4542953562,-73.2209076673"
Hill Section,E3,19-0006262,EMS call,10/5/19 21:18,10/5/19 21:18,10/5/19 21:19,10/5/19 21:21,10/5/19 21:26,10/5/19 21:31,BURLINGTON,5401,C,"44.4808338667,-73.1776577195"
Hill Section,E3,19-0006312,Assist invalid,10/7/19 19:03,10/7/19 19:03,10/7/19 19:03,10/7/19 19:05,10/7/19 19:07,10/7/19 19:13,BURLINGTON,5401,B,"44.4401890924,-73.1741024867"
Hill Section,E3,19-0006524,Motor vehicle accident with no injuries,10/16/19 1:03,10/16/19 1:03,10/16/19 1:10,10/16/19 1:11,10/16/19 1:13,10/16/19 1:32,BURLINGTON,5401,A,"44.4770211425,-73.1748341248"
Hill Section,E3,19-0001157,EMS call,2/22/19 13:03,2/22/19 13:03,2/22/19 13:03,2/22/19 13:06,2/22/19 13:08,2/22/19 13:18,BURLINGTON,5401,C,"44.4793136043,-73.1828315178"
New North End,L4,19-0003972,EMS call,7/2/19 14:55,7/2/19 14:55,7/2/19 14:56,7/2/19 14:57,7/2/19 14:59,7/2/19 15:09,BURLINGTON,5408,A,"44.5034360754,-73.2355425191"
New North End,L4,19-0004264,EMS call,7/15/19 6:20,7/15/19 6:20,7/15/19 6:20,7/15/19 6:22,7/15/19 6:25,7/15/19 6:44,BURLINGTON,5408,B,"44.5159886717,-73.231293396"
New North End,L4,19-0000747,EMS call,2/3/19 16:49,2/3/19 16:49,2/3/19 16:50,2/3/19 16:52,2/3/19 16:55,2/3/19 17:14,BURLINGTON,5408,B,"44.5033841575,-73.2944497367"
New North End,L4,19-0000936,EMS call,2/11/19 17:25,2/11/19 17:25,2/11/19 17:25,2/11/19 17:30,2/11/19 17:30,2/11/19 17:37,BURLINGTON,5408,A,"44.5050898088,-73.2663217939"
New North End,L4,19-0001128,EMS call,2/21/19 8:46,2/21/19 8:46,2/21/19 8:46,2/21/19 8:48,2/21/19 8:50,2/21/19 9:03,BURLINGTON,5408,B,"44.5193483107,-73.2236044856"
New North End,L4,18-0007744,EMS call,12/14/18 13:56,12/14/18 13:56,12/14/18 13:57,12/14/18 13:58,12/14/18 14:00,12/14/18 14:44,BURLINGTON,5408,B,"44.4950164281,-73.242190375"
New North End,L4,18-0006721,EMS call,10/25/18 11:51,10/25/18 11:51,10/25/18 11:51,10/25/18 11:54,10/25/18 11:56,10/25/18 12:07,BURLINGTON,5408,C,"44.5182271039,-73.2734560608"
New North End,L4,19-0000732,EMS call,2/3/19 6:55,2/3/19 6:55,2/3/19 6:56,2/3/19 6:57,2/3/19 7:00,2/3/19 7:16,BURLINGTON,5408,B,"44.4957363041,-73.2577237821"
New North End,L4,19-0000772,Assist invalid,2/4/19 18:58,2/4/19 18:58,2/4/19 18:58,2/4/19 19:05,2/4/19 19:05,2/4/19 19:11,BURLINGTON,5408,C,"44.4911663456,-73.2486449161"
New North End,L4,19-0000882,EMS call,2/8/19 14:15,2/8/19 14:15,2/8/19 14:16,2/8/19 14:19,2/8/19 14:21,2/8/19 14:35,BURLINGTON,5408,A,"44.492272364,-73.2682533748"
New North End,L4,19-0001119,EMS call,2/21/19 0:56,2/21/19 0:56,2/21/19 0:57,2/21/19 1:03,2/21/19 1:03,2/21/19 1:20,BURLINGTON,5408,A,"44.5312154815,-73.284008053"
Old North End,T1,18-0005066,EMS call,8/20/18 8:32,8/20/18 8:32,8/20/18 8:33,8/20/18 8:35,8/20/18 8:38,8/20/18 9:10,BURLINGTON,5401,C,"44.4736129908,-73.2308706588"
Downtown,T1,18-0005280,Removal of victim(s) from stalled elevator,8/29/18 13:00,8/29/18 13:00,8/29/18 13:00,8/29/18 13:03,8/29/18 13:03,8/29/18 13:20,Burlington,5401,C,"44.4708770891,-73.1850241329"
Old North End,A2,19-0006555,EMS call,10/17/19 9:39,10/17/19 9:39,10/17/19 9:40,10/17/19 9:41,10/17/19 9:42,10/17/19 10:27,BURLINGTON,5401,C,"44.492346171,-73.2008056675"
Hill Section,T1,19-0005600,Smoke detector activation due to malfunction,9/8/19 17:30,9/8/19 17:30,9/8/19 17:30,9/8/19 17:31,9/8/19 17:35,9/8/19 17:39,BURLINGTON,5401,C,"44.474273042,-73.2257546531"
New North End,A2,19-0006617,EMS call,10/20/19 5:23,10/20/19 5:23,10/20/19 5:25,10/20/19 5:25,10/20/19 5:36,10/20/19 6:05,BURLINGTON,5408,C,"44.521500825,-73.2414969568"
Hill Section,E3,19-0003093,Assist invalid,5/25/19 23:53,5/25/19 23:53,5/25/19 23:53,5/25/19 23:55,5/25/19 23:57,5/26/19 0:05,BURLINGTON,5401,B,"44.4383827956,-73.1896698291"
Old North End,A2,19-0002424,EMS call,4/23/19 12:01,4/23/19 12:01,4/23/19 12:02,4/23/19 12:03,4/23/19 12:05,4/23/19 12:44,BURLINGTON,5401,C,"44.4778991955,-73.2031165302"
Hill Section,E3,19-0003192,EMS call,5/29/19 22:48,5/29/19 22:48,5/29/19 22:48,5/29/19 22:52,5/29/19 22:52,5/29/19 23:11,BURLINGTON,5401,C,"44.5038745801,-73.2254144469"
Downtown,A2,19-0002452,EMS call,4/24/19 10:21,4/24/19 10:21,4/24/19 10:22,4/24/19 10:24,4/24/19 10:29,4/24/19 11:15,BURLINGTON,5401,A,"44.5021055528,-73.2101853248"
Hill Section,E3,19-0002177,Assist invalid,4/12/19 17:34,4/12/19 17:34,4/12/19 17:35,4/12/19 17:37,4/12/19 17:39,4/12/19 17:47,BURLINGTON,5401,A,"44.4967845367,-73.2164897435"
New North End,A2,19-0002750,EMS call,5/8/19 13:37,5/8/19 13:37,5/8/19 13:38,5/8/19 13:39,5/8/19 13:41,5/8/19 14:42,BURLINGTON,5408,C,"44.5255471136,-73.2576107489"
Downtown,E1,19-0000648,EMS call,1/30/19 16:22,1/30/19 16:22,1/30/19 16:23,1/30/19 16:26,1/30/19 16:26,1/30/19 16:49,BURLINGTON,5401,A,"44.4917671695,-73.187896942"
Old North End,A2,19-0005841,EMS call,9/18/19 5:59,9/18/19 5:59,9/18/19 6:00,9/18/19 6:01,9/18/19 6:05,9/18/19 6:50,BURLINGTON,5408,A,"44.4963547866,-73.2152660704"
Downtown,E1,19-0007164,EMS call,11/10/19 13:01,11/10/19 13:01,11/10/19 13:01,11/10/19 13:03,11/10/19 13:05,11/10/19 13:46,BURLINGTON,5401,C,"44.4593238489,-73.2223221517"
Hill Section,A2,19-0005860,EMS call,9/19/19 6:55,9/19/19 6:55,9/19/19 6:56,9/19/19 6:57,9/19/19 7:02,9/19/19 7:43,BURLINGTON,5401,B,"44.4801902753,-73.1956755224"
Old North End,T1,18-0004605,EMS call,8/2/18 8:27,8/2/18 8:27,8/2/18 8:28,8/2/18 8:32,8/2/18 8:33,8/2/18 8:53,BURLINGTON,5401,C,"44.4726792375,-73.1949981632"
New North End,A2,19-0005996,Assist police or other governmental agency,9/24/19 18:56,9/24/19 18:56,9/24/19 18:57,9/24/19 18:59,9/24/19 19:03,9/24/19 19:05,BURLINGTON,5408,A,"44.5080779967,-73.2670875493"
Downtown,T1,18-0004681,Smoke detector activation due to malfunction,8/5/18 7:38,8/5/18 7:38,8/5/18 7:38,8/5/18 7:41,8/5/18 7:42,8/5/18 7:45,BURLINGTON,5401,C,"44.4899571876,-73.1879484058"
Downtown,R1,19-0007482,"System or detector malfunction, other",11/24/19 4:10,11/24/19 4:10,11/24/19 4:10,11/24/19 4:11,11/24/19 4:11,11/24/19 4:17,BURLINGTON,5401,B,"44.4996617943,-73.228780016"
Hill Section,22A1,18-0004860,"Smoke detector activation (no fire), unintentional",8/11/18 17:21,8/11/18 17:21,8/11/18 17:24,8/11/18 17:25,8/11/18 17:26,8/11/18 17:34,BURLINGTON,5401,C,"44.462267275,-73.177689412"
Downtown,R1,19-0007526,EMS call,11/26/19 1:00,11/26/19 1:00,11/26/19 1:04,11/26/19 1:04,11/26/19 1:05,11/26/19 1:11,BURLINGTON,5401,C,"44.4877319997,-73.2320232473"
Downtown,T1,18-0004864,"Defective elevator, no occupants",8/11/18 20:03,8/11/18 20:03,8/11/18 20:04,8/11/18 20:07,8/11/18 20:08,8/11/18 20:32,BURLINGTON,5401,C,"44.4589289288,-73.2085321982"
Hill Section,R1,19-0007000,"Direct tie to fire department, malicious false alarm",11/4/19 8:07,11/4/19 8:07,11/4/19 8:12,11/4/19 8:13,11/4/19 8:19,11/4/19 8:22,BURLINGTON,5401,C,"44.4738038253,-73.2324955992"
Downtown,E1,18-0004969,EMS call,8/15/18 21:49,8/15/18 21:49,8/15/18 21:49,8/15/18 21:52,8/15/18 21:53,8/15/18 22:02,BURLINGTON,5401,A,"44.4913418862,-73.2024330232"
Downtown,R1,19-0004648,EMS call,7/30/19 10:17,7/30/19 10:17,7/30/19 10:18,7/30/19 10:19,7/30/19 10:23,7/30/19 10:46,BURLINGTON,5401,B,"44.4707877839,-73.2346012052"
Downtown,E1,19-0005613,Motor vehicle/pedestrian accident (MV Ped),9/9/19 7:29,9/9/19 7:29,9/9/19 7:29,9/9/19 7:30,9/9/19 7:33,9/9/19 7:47,BURLINGTON,5401,A,"44.4785423798,-73.1970435617"
Downtown,E1,18-0004666,EMS call,8/4/18 18:58,8/4/18 18:58,8/4/18 18:59,8/4/18 19:02,8/4/18 19:04,8/4/18 19:20,BURLINGTON,5401,B,"44.4720506285,-73.1836287158"
Downtown,E1,19-0005654,EMS call,9/10/19 17:11,9/10/19 17:11,9/10/19 17:12,9/10/19 17:14,9/10/19 17:15,9/10/19 17:26,BURLINGTON,5401,B,"44.4690233841,-73.2041769763"
New North End,22A1,18-0004699,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/6/18 5:46,8/6/18 5:46,8/6/18 5:48,8/6/18 5:51,8/6/18 6:03,8/6/18 6:39,BURLINGTON,5401,A,"44.5198620124,-73.2754546705"
Downtown,T1,19-0005743,EMS call,9/14/19 5:53,9/14/19 5:53,9/14/19 5:53,9/14/19 5:54,9/14/19 5:56,9/14/19 6:07,BURLINGTON,5401,C,"44.4985769164,-73.2076089003"
Downtown,E1,18-0004906,EMS call,8/13/18 10:57,8/13/18 10:57,8/13/18 10:59,8/13/18 11:01,8/13/18 11:02,8/13/18 11:17,BURLINGTON,5401,B,"44.4557520892,-73.1894822169"
Downtown,E1,18-0005113,No incident found on arrival at dispatch address,8/21/18 20:07,8/21/18 20:07,8/21/18 20:08,8/21/18 20:11,8/21/18 20:13,8/21/18 20:15,BURLINGTON,5401,A,"44.462269495,-73.2239967716"
Downtown,E1,18-0004926,EMS call,8/14/18 9:00,8/14/18 9:00,8/14/18 9:00,8/14/18 9:03,8/14/18 9:06,8/14/18 10:05,BURLINGTON,5401,C,"44.4576745581,-73.2324291679"
Downtown,E1,19-0006123,EMS call,9/30/19 3:40,9/30/19 3:40,9/30/19 3:40,9/30/19 3:42,9/30/19 3:43,9/30/19 3:48,BURLINGTON,5401,A,"44.4904065402,-73.2401256964"
